Date:,25-Sep-14,ACTUAL,,Date:,25-Sep-14,ACTUAL,,,,,,,,
,,,,,,,,,,,,,,
Date:,25-Apr-14,ACTUAL,,Date:,25-Apr-14,PLAN,,,,,,,,
wake up get ready,80,7:25:00,,wake up get ready,80,7:25:00,,,,,,,,
drive to work,15,8:45:00,,drive to work,15,8:45:00,,,,,,,,
work,10,9:00:00,,work,10,9:00:00,,,,,,,,
break,5,9:10:00,,break,5,9:10:00,,,,,,,,
plan,5,9:15:00,,plan,10,9:15:00,,,,,,,,
work,20,9:20:00,,work,15,9:25:00,,,,,,,,
program,10,9:40:00,,program,15,9:40:00,,,,,,,,
work,35,9:50:00,,work,30,9:55:00,,,,,,,,
junk swap,35,10:25:00,,junk swap,30,10:25:00,,,,,,,,
work,20,11:00:00,,work,25,10:55:00,,,,,,,,
program letter,25,11:20:00,,break,15,11:20:00,,,,,,,,
work,25,11:45:00,,work,25,11:35:00,,,,,,,,
lunch,55,12:10:00,,lunch,50,12:00:00,,,,,,,,
work,30,13:05:00,,work,30,12:50:00,,,,,,,,
video,5,13:35:00,,ONE video,5,13:20:00,,,,,,,,
work,30,13:40:00,,work,30,13:25:00,,,,,,,,
juggle,35,14:10:00,,juggle,20,13:55:00,,,,,,,,
work,10,14:45:00,,work,20,14:15:00,,,,,,,,
move car out of the rain,15,14:55:00,,leave,,14:35:00,,,,,,,,
work,20,15:10:00,,,,,,,,,,,,
program letters,60,15:30:00,,,,,,,,,,,,
leave,,16:30:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,24-Apr-14,ACTUAL,,Date:,24-Apr-14,PLAN,,,,,,,,
Stay home since Kelly sick with sinus infection,0,12:00:00,,No work!,0,12:00:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,23-Apr-14,ACTUAL,,Date:,23-Apr-14,PLAN,,,,,,,,
wake up get ready,130,7:10:00,,wake up get ready,130,7:10:00,,,,,,,,
drive to work,55,9:20:00,,drive to work,55,9:20:00,,,,,,,,
churn,5,10:15:00,,churn,5,10:15:00,,,,,,,,
plan,5,10:20:00,,plan,5,10:20:00,,,,,,,,
churn,15,10:25:00,,program,15,10:25:00,,,,,,,,
program,15,10:40:00,,work,45,10:40:00,,,,,,,,
churn,15,10:55:00,,Break,15,10:55:00,,,,,,,,
program,20,11:10:00,,work,35,11:10:00,,,,,,,,
work,45,11:30:00,,Lunch,70,11:45:00,,,,,,,,
break,15,12:15:00,,work,80,12:55:00,,,,,,,,
program call,10,12:30:00,,break,30,14:15:00,,,,,,,,
video,35,12:40:00,,work,70,14:45:00,,,,,,,,
eat lunch,30,13:15:00,,Break,10,15:55:00,,,,,,,,
work,45,13:45:00,,work,50,16:05:00,,,,,,,,
program,10,14:30:00,,leave,,16:55:00,,,,,,,,
work,30,14:40:00,,,,,,,,,,,,
juggle,35,15:10:00,,,,,,,,,,,,
work,75,15:45:00,,,,,,,,,,,,
leave,,17:00:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,22-Apr-14,ACTUAL,,Date:,22-Apr-14,PLAN,,,,,,,,
wake up get ready,105,7:25:00,,wake up get ready,105,7:25:00,,,,,,,,
drive to work,10,9:10:00,,drive to work,10,9:10:00,,,,,,,,
program,10,9:20:00,,program,10,9:20:00,,,,,,,,
brush teeth,5,9:30:00,,brush teeth,5,9:30:00,,,,,,,,
work,10,9:35:00,,work,10,9:35:00,,,,,,,,
plan,5,9:45:00,,plan,10,9:45:00,,,,,,,,
program,10,9:50:00,,work,35,9:55:00,,,,,,,,
work,30,10:00:00,,juggle,30,10:30:00,,,,,,,,
juggle,35,10:30:00,,work,60,11:00:00,,,,,,,,
work,35,11:05:00,,Lunch,60,12:00:00,,,,,,,,
program,5,11:40:00,,work,50,13:00:00,,,,,,,,
work,25,11:45:00,,break,10,13:50:00,,,,,,,,
lunch,60,12:10:00,,meeting,75,14:00:00,,,,,,,,
work,10,13:10:00,,work,20,15:15:00,,,,,,,,
program,30,13:20:00,,break,15,15:35:00,,,,,,,,
work,25,13:50:00,,work,15,15:50:00,,,,,,,,
tea time,30,14:15:00,,leave,,16:05:00,,,,,,,,
work,15,14:45:00,,,,,,,,,,,,
meeting,65,15:00:00,,,,,,,,,,,,
program,10,16:05:00,,,,,,,,,,,,
work,30,16:15:00,,,,,,,,,,,,
leave,,16:45:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,21-Apr-14,ACTUAL,,Date:,21-Apr-14,PLAN,,,,,,,,
wake up get ready,135,6:55:00,,wake up get ready,135,6:55:00,,,,,,,,
drive to work,15,9:10:00,,drive to work,15,9:10:00,,,,,,,,
brush teeth,5,9:25:00,,brush teeth,5,9:25:00,,,,,,,,
program,15,9:30:00,,program,20,9:30:00,,,,,,,,
churn,15,9:45:00,,churn,10,9:50:00,,,,,,,,
plan,10,10:00:00,,plan,10,10:00:00,,,,,,,,
work,20,10:10:00,,work,20,10:10:00,,,,,,,,
meeting,60,10:30:00,,meeting,60,10:30:00,,,,,,,,
work with Kevin,30,11:30:00,,Break,15,11:30:00,,,,,,,,
lunch,100,12:00:00,,work,35,11:45:00,,,,,,,,
churn,15,13:40:00,,Lunch,60,12:20:00,,,,,,,,
work,5,13:55:00,,work,75,13:20:00,,,,,,,,
"chat with Kevin, James",30,14:00:00,,break,25,14:35:00,,,,,,,,
work,10,14:30:00,,work,60,15:00:00,,,,,,,,
churn,30,14:40:00,,Break,15,16:00:00,,,,,,,,
work,50,15:10:00,,work,45,16:15:00,,,,,,,,
program,10,16:00:00,,leave,,17:00:00,,,,,,,,
work,10,16:10:00,,,,,,,,,,,,
walk,50,16:20:00,,,,,,,,,,,,
work,10,17:10:00,,,,,,,,,,,,
leave to meet Reeve,,17:20:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,18-Apr-14,ACTUAL,,Date:,18-Apr-14,PLAN,,,,,,,,
wake up get ready,110,7:45:00,,wake up get ready,110,7:45:00,,,,,,,,
bike and shower,45,9:35:00,,bike and shower,45,9:35:00,,,,,,,,
churn,15,10:20:00,,churn,15,10:20:00,,,,,,,,
work,145,10:35:00,,work,145,10:35:00,,,,,,,,
lunch,25,13:00:00,,lunch,25,13:00:00,,,,,,,,
work,75,13:25:00,,work,75,13:25:00,,,,,,,,
program,10,14:40:00,,program,10,14:40:00,,,,,,,,
juggle,10,14:50:00,,juggle,10,14:50:00,,,,,,,,
program,40,15:00:00,,program,40,15:00:00,,,,,,,,
plan,15,15:40:00,,plan,10,15:40:00,,,,,,,,
program,35,15:55:00,,program ,30,15:50:00,,,,,,,,
work,25,16:30:00,,work,20,16:20:00,,,,,,,,
video,60,16:55:00,,break,40,16:40:00,,,,,,,,
work,20,17:55:00,,work,40,17:20:00,,,,,,,,
Kelly picked me up went to ashee left bike at sas,,18:15:00,,leave,,18:00:00,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,17-Apr-14,ACTUAL,,Date:,17-Apr-14,PLAN,,,,,,,,
wake up get ready,75,8:20:00,,wake up get ready,75,8:20:00,,,,,,,,
LLL meeting,85,9:35:00,,LLL meeting,85,9:35:00,,,,,,,,
drive to work,15,11:00:00,,drive to work,15,11:00:00,,,,,,,,
lunch,15,11:15:00,,lunch,15,11:15:00,,,,,,,,
program ,10,11:30:00,,work,105,11:30:00,,,,,,,,
work,100,11:40:00,,break,20,13:15:00,,,,,,,,
juggle,30,13:20:00,,work,70,13:35:00,,,,,,,,
work,65,13:50:00,,Break,15,14:45:00,,,,,,,,
break,5,14:55:00,,meeting,75,15:00:00,,,,,,,,
meeting,80,15:00:00,,work,45,16:15:00,,,,,,,,
work,75,16:20:00,,leave for museum,,17:00:00,,,,,,,,
leave,,17:35:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,16-Apr-14,ACTUAL,,Date:,16-Apr-14,PLAN,,,,,,,,
wake up get ready,95,8:15:00,,wake up get ready,95,8:15:00,,,,,,,,
walk to work,50,9:50:00,,walk to work,50,9:50:00,,,,,,,,
plan,5,10:40:00,,plan,10,10:40:00,,,,,,,,
program,5,10:45:00,,program ,5,10:50:00,,,,,,,,
brush teeth,5,10:50:00,,brush teeth,5,10:55:00,,,,,,,,
work,35,10:55:00,,work,80,11:00:00,,,,,,,,
program call,15,11:30:00,,lunch,65,12:20:00,,,,,,,,
work,30,11:45:00,,work,80,13:25:00,,,,,,,,
lunch,65,12:15:00,,walk with tea,60,14:45:00,,,,,,,,
work,80,13:20:00,,work,70,15:45:00,,,,,,,,
walk with tea,65,14:40:00,,juggle,30,16:55:00,,,,,,,,
work,60,15:45:00,,leave,,17:25:00,,,,,,,,
program call,40,16:45:00,,,,,,,,,,,,
work,10,17:25:00,,,,,,,,,,,,
program call,15,17:35:00,,,,,,,,,,,,
leave,,17:50:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,15-Apr-14,ACTUAL,,Date:,15-Apr-14,PLAN,,,,,,,,
wake up get ready,80,7:40:00,,wake up get ready,80,7:40:00,,,,,,,,
drive to work,15,9:00:00,,drive to work,15,9:00:00,,,,,,,,
program calls,15,9:15:00,,program calls,15,9:15:00,,,,,,,,
work,15,9:30:00,,work,15,9:30:00,,,,,,,,
plan,5,9:45:00,,plan,10,9:45:00,,,,,,,,
break,5,9:50:00,,work,50,9:55:00,,,,,,,,
work,50,9:55:00,,break,25,10:45:00,,,,,,,,
break,25,10:45:00,,work,50,11:10:00,,,,,,,,
churn,5,11:10:00,,lunch,100,12:00:00,,,,,,,,
work,20,11:15:00,,work,60,13:40:00,,,,,,,,
lunch,120,11:35:00,,tea time,30,14:40:00,,,,,,,,
work,20,13:35:00,,work,40,15:10:00,,,,,,,,
program call,45,13:55:00,,juggle,30,15:50:00,,,,,,,,
work,60,14:40:00,,work,30,16:20:00,,,,,,,,
juggle,35,15:40:00,,research,20,16:50:00,,,,,,,,
work,45,16:15:00,,work,15,17:10:00,,,,,,,,
video ,10,17:00:00,,leave,,17:25:00,,,,,,,,
work,10,17:10:00,,,,,,,,,,,,
video,5,17:20:00,,,,,,,,,,,,
churn,10,17:25:00,,,,,,,,,,,,
leave,,17:35:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,14-Apr-14,ACTUAL,,Date:,14-Apr-14,PLAN,,,,,,,,
wake up get ready,85,7:40:00,,wake up get ready,85,7:40:00,,,,,,,,
bike no shower,15,9:05:00,,bike no shower,15,9:05:00,,,,,,,,
brush teeth,5,9:20:00,,brush teeth,5,9:20:00,,,,,,,,
churn,5,9:25:00,,churn,5,9:25:00,,,,,,,,
plan,5,9:30:00,,plan,10,9:30:00,,,,,,,,
work,55,9:35:00,,work,50,9:40:00,,,,,,,,
meeting,45,10:30:00,,meeting,60,10:30:00,,,,,,,,
work,30,11:15:00,,churn,15,11:30:00,,,,,,,,
break,30,11:45:00,,Break,15,11:45:00,,,,,,,,
work,20,12:15:00,,work,35,12:00:00,,,,,,,,
lunch,70,12:35:00,,Lunch,70,12:35:00,,,,,,,,
program calls,15,13:45:00,,work,70,13:45:00,,,,,,,,
work,75,14:00:00,,break,30,14:55:00,,,,,,,,
break,40,15:15:00,,work,60,15:25:00,,,,,,,,
work,45,15:55:00,,break,25,16:25:00,,,,,,,,
break,10,16:40:00,,work,20,16:50:00,,,,,,,,
program,35,16:50:00,,leave,,17:10:00,,,,,,,,
work,10,17:25:00,,,,,,,,,,,,
leave,,17:35:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,11-Apr-14,ACTUAL,,Date:,11-Apr-14,PLAN,,,,,,,,
wake up get ready,95,8:10:00,,wake up get ready,95,8:10:00,,,,,,,,
bike no shower,15,9:45:00,,bike no shower,15,9:45:00,,,,,,,,
program calls,15,10:00:00,,program calls,15,10:00:00,,,,,,,,
churn,5,10:15:00,,churn,5,10:15:00,,,,,,,,
plan,10,10:20:00,,plan,10,10:20:00,,,,,,,,
program,20,10:30:00,,program,10,10:30:00,,,,,,,,
work,60,10:50:00,,work,30,10:40:00,,,,,,,,
juggle,20,11:50:00,,work,45,11:10:00,,,,,,,,
work,75,12:10:00,,break,15,11:55:00,,,,,,,,
lunch,60,13:25:00,,work,50,12:10:00,,,,,,,,
program call,10,14:25:00,,lunch,60,13:00:00,,,,,,,,
break,5,14:35:00,,work,75,14:00:00,,,,,,,,
work,100,14:40:00,,walk,40,15:15:00,,,,,,,,
juggle,15,16:20:00,,work,70,15:55:00,,,,,,,,
program call,30,16:35:00,,break,20,17:05:00,,,,,,,,
work,40,17:05:00,,work,40,17:25:00,,,,,,,,
brush teeth,10,17:45:00,,leave,,18:05:00,,,,,,,,
leave,,17:55:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,10-Apr-14,ACTUAL,,Date:,10-Apr-14,PLAN,,,,,,,,
wake up get ready,110,7:30:00,,wake up get ready,110,7:30:00,,,,,,,,
drive to work,20,9:20:00,,drive to work,20,9:20:00,,,,,,,,
plan,5,9:40:00,,plan,5,9:40:00,,,,,,,,
program,10,9:45:00,,breakfast,10,9:45:00,,,,,,,,
breakfast,10,9:55:00,,program,5,9:55:00,,,,,,,,
work,50,10:05:00,,work,55,10:00:00,,,,,,,,
break,30,10:55:00,,break,20,10:55:00,,,,,,,,
program,30,11:25:00,,work,50,11:15:00,,,,,,,,
work,15,11:55:00,,Lunch,60,12:05:00,,,,,,,,
lunch,75,12:10:00,,work,75,13:05:00,,,,,,,,
work,35,13:25:00,,break,20,14:20:00,,,,,,,,
churn,60,14:00:00,,work,20,14:40:00,,,,,,,,
meeting,105,15:00:00,,meeting,60,15:00:00,,,,,,,,
churn,5,16:45:00,,break,25,16:00:00,,,,,,,,
leave,,16:50:00,,work,25,16:25:00,,,,,,,,
,,,,leave,,16:50:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,9-Apr-14,ACTUAL,,Date:,9-Apr-14,PLAN,,,,,,,,
wake up get ready,45,8:55:00,,wake up get ready,45,8:55:00,,,,,,,,
walk to work,45,9:40:00,,walk to work,45,9:40:00,,,,,,,,
plan,10,10:25:00,,plan,10,10:25:00,,,,,,,,
work,75,10:35:00,,work,35,10:35:00,,,,,,,,
program,5,11:50:00,,Break,15,11:10:00,,,,,,,,
lunch,95,11:55:00,,work,35,11:25:00,,,,,,,,
work,15,13:30:00,,Lunch,70,12:00:00,,,,,,,,
program calls,15,13:45:00,,work,55,13:10:00,,,,,,,,
work,95,14:00:00,,break,30,14:05:00,,,,,,,,
break,40,15:35:00,,work,60,14:35:00,,,,,,,,
work,35,16:15:00,,Break,30,15:35:00,,,,,,,,
leave,,16:50:00,,work,45,16:05:00,,,,,,,,
,,,,leave,,16:50:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,8-Apr-14,ACTUAL,,Date:,8-Apr-14,PLAN,,,,,,,,
wake up get ready,120,8:25:00,,wake up get ready,120,8:25:00,,,,,,,,
bike only,20,10:25:00,,bike only,20,10:25:00,,,,,,,,
work,45,10:45:00,,work,45,10:45:00,,,,,,,,
plan,5,11:30:00,,plan,5,11:30:00,,,,,,,,
work,45,11:35:00,,work,45,11:35:00,,,,,,,,
juggle,10,12:20:00,,juggle,10,12:20:00,,,,,,,,
lunch,35,12:30:00,,lunch,35,12:30:00,,,,,,,,
juggle,10,13:05:00,,juggle,10,13:05:00,,,,,,,,
work,60,13:15:00,,work,60,13:15:00,,,,,,,,
juggle,30,14:15:00,,juggle,30,14:15:00,,,,,,,,
work,60,14:45:00,,work,60,14:45:00,,,,,,,,
bike to Umstead,35,15:45:00,,bike to Umstead,40,15:45:00,,,,,,,,
work,60,16:20:00,,work,40,16:25:00,,,,,,,,
break,70,17:20:00,,eat,20,17:05:00,,,,,,,,
work,20,18:30:00,,work,45,17:25:00,,,,,,,,
eat,5,18:50:00,,break,20,18:10:00,,,,,,,,
leave,0,18:55:00,,work,25,18:30:00,,,,,,,,
work,10,18:55:00,,leave for meeting,,18:55:00,,,,,,,,
video,10,19:05:00,,,,,,,,,,,,
leave again!,,19:15:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,7-Apr-14,ACTUAL,,Date:,7-Apr-14,PLAN,,,,,,,,
wake up get ready,85,7:55:00,,wake up get ready,85,7:50:00,,,,,,,,
drive to work,15,9:20:00,,drive to work,15,9:15:00,,,,,,,,
churn,25,9:35:00,,churn,25,9:30:00,,,,,,,,
plan,15,10:00:00,,plan,5,9:55:00,,,,,,,,
work,30,10:15:00,,work,30,10:00:00,,,,,,,,
meeting,60,10:45:00,,meeting,60,10:30:00,,,,,,,,
work,15,11:45:00,,program,15,11:30:00,,,,,,,,
lunch,60,12:00:00,,Break,5,11:45:00,,,,,,,,
churn,5,13:00:00,,work,10,11:50:00,,,,,,,,
program,25,13:05:00,,Lunch,70,12:00:00,,,,,,,,
work,25,13:30:00,,work,75,13:10:00,,,,,,,,
program call,20,13:55:00,,break,30,14:25:00,,,,,,,,
work,10,14:15:00,,work,60,14:55:00,,,,,,,,
churn,25,14:25:00,,Break,25,15:55:00,,,,,,,,
work,85,14:50:00,,work,55,16:20:00,,,,,,,,
break,5,16:15:00,,leave,,17:15:00,,,,,,,,
work,20,16:20:00,,,,,,,,,,,,
tea time,30,16:40:00,,,,,,,,,,,,
work,15,17:10:00,,,,,,,,,,,,
leave,,17:25:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,4-Apr-14,ACTUAL,,Date:,4-Apr-14,PLAN,,,,,,,,
wake up get ready,85,7:50:00,,wake up get ready,85,7:50:00,,,,,,,,
drive to work,15,9:15:00,,drive to work,15,9:15:00,,,,,,,,
plan,15,9:30:00,,plan,5,9:30:00,,,,,,,,
churn,10,9:45:00,,program,20,9:35:00,,,,,,,,
program,35,9:55:00,,brush teeth,5,9:55:00,,,,,,,,
meeting,100,10:30:00,,work,30,10:00:00,,,,,,,,
work,10,12:10:00,,meeting,60,10:30:00,,,,,,,,
lunch,60,12:20:00,,work,20,11:30:00,,,,,,,,
program,15,13:20:00,,break,15,11:50:00,,,,,,,,
work,85,13:35:00,,work,20,12:05:00,,,,,,,,
tea time,25,15:00:00,,lunch,60,12:25:00,,,,,,,,
1 movie synopsis,10,15:25:00,,work,60,13:25:00,,,,,,,,
work,60,15:35:00,,tea time,20,14:25:00,,,,,,,,
program call,30,16:35:00,,work,60,14:45:00,,,,,,,,
work,10,17:05:00,,juggle,30,15:45:00,,,,,,,,
break,10,17:15:00,,work,45,16:15:00,,,,,,,,
leave,,17:25:00,,leave,,17:00:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,3-Apr-14,ACTUAL,,Date:,3-Apr-14,PLAN,,,,,,,,
wake up bike and shower,90,8:10:00,,wake up bike and shower,100,8:45:00,,,,,,,,
plan,5,9:40:00,,plan,5,10:25:00,,,,,,,,
program,15,9:45:00,,work,75,10:30:00,,,,,,,,
work,100,10:00:00,,program,35,11:45:00,,,,,,,,
program,10,11:40:00,,work,25,12:20:00,,,,,,,,
break,30,11:50:00,,break,10,12:45:00,,,,,,,,
program call,15,12:20:00,,work,15,12:55:00,,,,,,,,
work,10,12:35:00,,lunch,60,13:10:00,,,,,,,,
lunch,60,12:45:00,,work,35,14:10:00,,,,,,,,
work,70,13:45:00,,happy hour?,120,14:45:00,,,,,,,,
churn,15,14:55:00,,work,30,16:45:00,,,,,,,,
"""happy"" hour",135,15:10:00,,leave,,17:15:00,,,,,,,,
leave,,17:25:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,2-Apr-14,ACTUAL,,Date:,2-Apr-14,PLAN,,,,,,,,
wake up get ready,70,8:30:00,,wake up get ready,70,8:30:00,,,,,,,,
drive to work,15,9:40:00,,drive to work,15,9:40:00,,,,,,,,
plan,5,9:55:00,,plan,5,9:55:00,,,,,,,,
program,35,10:00:00,,program,20,10:00:00,,,,,,,,
work,85,10:35:00,,work,100,10:20:00,,,,,,,,
lunch,60,12:00:00,,lunch,60,12:00:00,,,,,,,,
meeting,45,13:00:00,,meetings,120,13:00:00,,,,,,,,
program calls,15,13:45:00,,work,30,15:00:00,,,,,,,,
meeting,60,14:00:00,,tea time,15,15:30:00,,,,,,,,
work,30,15:00:00,,work,30,15:45:00,,,,,,,,
music,15,15:30:00,,break,25,16:15:00,,,,,,,,
outside,15,15:45:00,,work,25,16:40:00,,,,,,,,
program call,15,16:00:00,,Go to monkey joes,,17:05:00,,,,,,,,
tea and music,15,16:15:00,,,,,,,,,,,,
work,35,16:30:00,,,,,,,,,,,,
,,17:05:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,1-Apr-14,ACTUAL,,Date:,1-Apr-14,PLAN,,,,,,,,
wake up get ready,100,8:30:00,,wake up get ready,100,8:50:00,,,,,,,,
bank,25,10:10:00,,bank,25,10:30:00,,,,,,,,
drive to work,25,10:35:00,,drive to work,25,10:55:00,,,,,,,,
churn,5,11:00:00,,churn,5,11:20:00,,,,,,,,
program,85,11:05:00,,program,95,11:25:00,,,,,,,,
churn,10,12:30:00,,lunch,10,13:00:00,,,,,,,,
lunch,10,12:40:00,,give kelly car,15,13:10:00,,,,,,,,
give kelly car,15,12:55:00,,bike back,30,13:25:00,,,,,,,,
bike back,30,13:25:00,,plan,10,13:55:00,,,,,,,,
churn,5,13:30:00,,work,45,14:05:00,,,,,,,,
plan,5,13:35:00,,meeting,60,14:50:00,,,,,,,,
work,5,13:40:00,,program,45,15:50:00,,,,,,,,
break,35,13:45:00,,work,45,16:35:00,,,,,,,,
work,60,14:20:00,,break,30,17:20:00,,,,,,,,
program calls,35,15:20:00,,work,40,17:50:00,,,,,,,,
work,75,15:55:00,,dinner,15,18:30:00,,,,,,,,
tea time,10,17:10:00,,,,18:45:00,,,,,,,,
program,90,17:20:00,,,,,,,,,,,,
Leave for meeting,,18:50:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,31-Mar-14,ACTUAL,,Date:,31-Mar-14,PLAN,,,,,,,,
wake up bike and shower,100,8:45:00,,wake up bike and shower,100,8:45:00,,,,,,,,
churn,5,10:25:00,,churn,5,10:25:00,,,,,,,,
meeting,75,10:30:00,,meeting,75,10:30:00,,,,,,,,
plan,5,11:45:00,,plan,5,11:45:00,,,,,,,,
work,25,11:50:00,,work,35,11:50:00,,,,,,,,
break,15,12:15:00,,Lunch,60,12:25:00,,,,,,,,
lunch,65,12:30:00,,work,75,13:25:00,,,,,,,,
work,85,13:35:00,,break,20,14:40:00,,,,,,,,
meeting,85,15:00:00,,meeting,60,15:00:00,,,,,,,,
work,20,16:25:00,,Break,10,16:00:00,,,,,,,,
break,20,16:45:00,,work,90,16:10:00,,,,,,,,
churn,20,17:05:00,,,,17:40:00,,,,,,,,
program,5,17:25:00,,,,,,,,,,,,
leave,,17:30:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,28-Mar-14,ACTUAL,,Date:,28-Mar-14,PLAN,,,,,,,,
wake up get ready,80,8:50:00,,wake up get ready,80,8:50:00,,,,,,,,
bike to work,40,10:10:00,,bike to work,40,10:10:00,,,,,,,,
work,25,10:50:00,,work,25,10:50:00,,,,,,,,
plan,5,11:15:00,,plan,10,11:15:00,,,,,,,,
program,10,11:20:00,,program,10,11:25:00,,,,,,,,
work,30,11:30:00,,work,25,11:35:00,,,,,,,,
lunch,70,12:00:00,,lunch,60,12:00:00,,,,,,,,
program,15,13:10:00,,juggle,15,13:00:00,,,,,,,,
work,75,13:25:00,,work,45,13:15:00,,,,,,,,
program,20,14:40:00,,program calls,45,14:00:00,,,,,,,,
subanalytics,65,15:00:00,,subanalytics,60,14:45:00,,,,,,,,
tea time,10,16:05:00,,expenditures,30,15:45:00,,,,,,,,
break to bike around,25,16:15:00,,work,45,16:15:00,,,,,,,,
expenditures,20,16:40:00,,juggle,30,17:00:00,,,,,,,,
churn,5,17:00:00,,work,30,17:30:00,,,,,,,,
plot synopses,10,17:05:00,,,,18:00:00,,,,,,,,
churn,5,17:15:00,,,,,,,,,,,,
work,35,17:20:00,,,,,,,,,,,,
churn,15,17:55:00,,,,,,,,,,,,
leave,,18:10:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,27-Mar-14,ACTUAL,,Date:,27-Mar-14,PLAN,,,,,,,,
wake up get ready,130,8:05:00,,wake up get ready,130,8:05:00,,,,,,,,
drive to work,15,10:15:00,,drive to work,15,10:15:00,,,,,,,,
plan,5,10:30:00,,plan,10,10:30:00,,,,,,,,
work,120,10:35:00,,work,90,10:40:00,,,,,,,,
lunch,65,12:35:00,,lunch,55,12:10:00,,,,,,,,
work,10,13:40:00,,juggle,15,13:05:00,,,,,,,,
churn,10,13:50:00,,work,45,13:20:00,,,,,,,,
video,10,14:00:00,,break,20,14:05:00,,,,,,,,
work,30,14:10:00,,work,35,14:25:00,,,,,,,,
juggle,20,14:40:00,,meeting,70,15:00:00,,,,,,,,
meeting,55,15:00:00,,work,40,16:10:00,,,,,,,,
work,55,15:55:00,,leave,,16:50:00,,,,,,,,
leave,,16:50:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,26-Mar-14,ACTUAL,,Date:,26-Mar-14,PLAN,,,,,,,,
wake up get ready,105,7:40:00,,wake up get ready,105,7:40:00,,,,,,,,
walk to work,50,9:25:00,,walk to work,50,9:25:00,,,,,,,,
plan,10,10:15:00,,plan,10,10:15:00,,,,,,,,
work,105,10:25:00,,churn,10,10:25:00,,,,,,,,
lunch,45,12:10:00,,work,40,10:35:00,,,,,,,,
juggle,15,12:55:00,,break,30,11:15:00,,,,,,,,
work,45,13:10:00,,work,40,11:45:00,,,,,,,,
video,20,13:55:00,,lunch,50,12:25:00,,,,,,,,
work,10,14:15:00,,work,60,13:15:00,,,,,,,,
fire drill,20,14:25:00,,break,35,14:15:00,,,,,,,,
work,45,14:45:00,,work,55,14:50:00,,,,,,,,
break,15,15:30:00,,break,30,15:45:00,,,,,,,,
work,60,15:45:00,,work,30,16:15:00,,,,,,,,
leave,,16:45:00,,leave,,16:45:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,25-Mar-14,ACTUAL,,,,,,,,,,,,
wake up,30,4:30:00,,,,,,,,,,,,
program,75,5:00:00,,,,,,,,,,,,
drive to work,15,6:15:00,,,,,,,,,,,,
program,35,6:30:00,,,,,,,,,,,,
churn,5,7:05:00,,,,,,,,,,,,
work,40,7:10:00,,,,,,,,,,,,
churn,25,7:50:00,,,,,,,,,,,,
program,25,8:15:00,,,,,,,,,,,,
work,40,8:40:00,,,,,,,,,,,,
churn,20,9:20:00,,,,,,,,,,,,
clean at home,200,9:40:00,,,,,,,,,,,,
energy audit,180,13:00:00,,,,,,,,,,,,
nap,75,16:00:00,,,,,,,,,,,,
drive back to work,25,17:15:00,,,,,,,,,,,,
work,45,17:40:00,,,,,,,,,,,,
kelly hurt!,,18:25:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,24-Mar-14,ACTUAL,,Date:,24-Mar-14,PLAN,,,,,,,,
wake up get ready,135,7:30:00,,wake up get ready,135,7:30:00,,,,,,,,
drive to work,15,9:45:00,,drive to work,15,9:45:00,,,,,,,,
program,25,10:00:00,,program,20,10:00:00,,,,,,,,
churn,5,10:25:00,,churn,5,10:20:00,,,,,,,,
meeting,60,10:30:00,,meeting,60,10:25:00,,,,,,,,
work,15,11:30:00,,plan,5,11:25:00,,,,,,,,
homeschooling research,15,11:45:00,,work,55,11:30:00,,,,,,,,
lunch,70,12:00:00,,churn,5,12:25:00,,,,,,,,
play research,60,13:10:00,,work,10,12:30:00,,,,,,,,
work,40,14:10:00,,churn,5,12:40:00,,,,,,,,
juggle,30,14:50:00,,lunch,100,12:45:00,,,,,,,,
work,50,15:20:00,,churn,5,14:25:00,,,,,,,,
break,20,16:10:00,,work,45,14:30:00,,,,,,,,
churn,30,16:30:00,,break,40,15:15:00,,,,,,,,
